#DroneDeploy	2.75.0
#Flight Recorder
Session ID	5b15bcec1fae218a83b7e76a
Session Start	06/04/2018 22:29:00
#Device
Device Model	iPhone
Device User Interface Idiom	iPhone	0
Device Operating System	iOS	11.4
Device SSID
#Aircraft
Aircraft Model	Inspire 1 Pro
Aircraft Name	inspire pro
Aircraft Firmware	1.11.01.50
#Aircraft Battery
Full Charge Volume (mAh)	4287
Remaining Life (%)	83
Discharges	69
#Components
Battery Cells Number	6
Battery Serial Number	5381145250473
Battery Firmware	03.09.00.00
Flight Controller Serial Number
Flight Controller Firmware	02.04.20.50
Gimbal Firmware	01.31.01.67
Remote Control Serial Number	03LL264834
Remote Control Firmware	1.2.0.17
Camera Serial Number
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell 5 Voltage	Aircraft Battery Cell 6 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record 	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Device > Aircraft Distance - XY (ft)
06/04/2018 22:30:50	110.023		37.77177978532367	-122.4074720564078	110020	86	3686	-22309	21883	88	295	3626	3644	3652	3635	3658	3664	0	37.7720044244366	-122.407504820628	0.5001954	80.70866	-42	-0.4473884	-0.2236942	-5.144966	-7.5	1.3	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	69	-89.90000152587891	0	-41.5	Yaw Follow	2	0	0	0	70	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	70	89	295	8	3.576116	37.7717696	-122.4074496	1	70	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	69	1	98.75803	69	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	82.34818863677796
06/04/2018 22:30:50	110.114		37.77177978532367	-122.4074720564078	110111	86	3686	-22309	21883	88	386	3626	3644	3652	3635	3658	3664	0	37.77200394465395	-122.4075050703135	0.6710826	81.36483	-43.8	-0.6710826	0	-5.36866	-7	2.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	70	-89.90000152587891	0	-41.5	Yaw Follow	2	0	0	0	161	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	70	89	386	8	3.576116	37.7717696	-122.4074496	1	161	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	70	1	98.75803	70	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	82.18298789031118
06/04/2018 22:30:50	110.214		37.77177978532367	-122.4074720564078	110211	86	3686	-22309	21883	88	486	3626	3644	3652	3635	3658	3664	0	37.77200353893193	-122.4075052074597	0.6710826	82.021	-49.1	-0.6710826	0	-5.144966	-5.2	2.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	65	-89.90000152587891	0	-41.5	Yaw Follow	2	0	0	0	66	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	66	89	486	8	3.576116	37.7717696	-122.4074496	1	260	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	66	1	98.75475	66	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	82.0408672708469
06/04/2018 22:30:50	110.313		37.77177978532367	-122.4074720564078	110310	86	3686	-22309	21883	88	64	3626	3644	3652	3635	3658	3664	0	37.77200319377086	-122.407505237409	0.6710826	83.00525	-56.5	-0.6710826	0	-5.144966	-3.2	2.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	63	-89.90000152587891	0	-42	Yaw Follow	2	0	0	0	64	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	65	89	585	8	3.576116	37.7717696	-122.4074496	1	360	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	64	1	98.75475	64	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	81.91705247459191
06/04/2018 22:30:50	110.413		37.77177978532367	-122.4074720564078	110410	86	3686	-22309	21883	88	164	3626	3644	3652	3635	3658	3664	0	37.77200285968549	-122.4075050657751	0.9223148	83.9895	-64.5	-0.8947768	0.2236942	-4.697577	-0.1	0.5	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	63	-89.90000152587891	0	-43.79999923706055	Yaw Follow	2	0	0	0	64	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	63	89	686	8	3.576116	37.7717696	-122.4074496	1	460	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	63	1	98.75147	63	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	81.79043166403281
06/04/2018 22:30:50	110.513		37.77177978532367	-122.4074720564078	110510	86	3686	-22309	21883	88	265	3626	3644	3652	3635	3658	3664	0	37.77200233806491	-122.4075049486346	1.000391	84.64568	-73	-0.8947768	0.4473884	-4.026495	2.4	-2.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	55	-89.90000152587891	0	-47.20000076293945	Yaw Follow	2	0	0	0	55	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	163	89	786	8	3.576116	37.7717696	-122.4074496	1	560	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	55	1	98.75147	55	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	81.59783251319465
06/04/2018 22:30:51	110.613		37.77177978532367	-122.4074720564078	110610	86	3686	-22309	21883	88	364	3626	3644	3652	3635	3658	3664	0	37.77200197868615	-122.4075045155507	1.30435	85.30184	-82.30000000000001	-1.118471	0.6710826	-3.579107	4	-5.9	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	67	-89.90000152587891	0	-52.20000076293945	Yaw Follow	2	0	0	0	67	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	67	89	886	8	3.576116	37.7717696	-122.4074496	1	660	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	155	1	98.75147	155	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	81.4533437294351
06/04/2018 22:30:51	110.714		37.77177978532367	-122.4074720564078	110711	86	3686	-22309	21883	88	465	3626	3644	3652	3635	3658	3664	0	37.772001390109	-122.4075040239568	1.92429	85.62992	-91.7	-1.565859	1.118471	-2.908024	3.8	-9.5	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	60	-89.90000152587891	0	-58.70000076293945	Yaw Follow	2	0	0	0	60	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	59	89	986	8	3.576116	37.7717696	-122.4074496	1	760	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	59	1	98.74819	59	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	81.22415700508616
06/04/2018 22:30:51	110.813		37.77177978532367	-122.4074720564078	110810	86	3643	-21049	21937	88	29	3666	3670	3670	3651	3669	3662	0	37.77200071028744	-122.4075032821791	2.236942	86.28609	-100.7	-1.789554	1.342165	-2.236942	1.9	-12.5	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	768	2	8	15	10	10715	0	0	28	-89.90000152587891	0	-66.40000152587891	Yaw Follow	2	0	0	0	28	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	27	89	28	8	3.576116	37.7717696	-122.4074496	1	860	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	27	1	98.74819	27	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	80.9540273395379
06/04/2018 22:30:51	110.913		37.77177978532367	-122.4074720564078	110910	86	3643	-21049	21937	88	128	3666	3670	3670	3651	3669	3662	0	37.77199981246336	-122.407502443103	3.04257	86.61417	-109.2	-2.460636	1.789554	-1.565859	-1.1	-14.6	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	35	-90	0.1000000014901161	-74.90000152587891	Yaw Follow	2	0	0	0	36	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	35	89	128	8	3.576116	37.7717696	-122.4074496	1	960	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	35	1	98.74819	35	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	80.60234319474122
06/04/2018 22:30:51	111.013		37.77177978532367	-122.4074720564078	111010	86	3643	-21049	21937	88	228	3666	3670	3670	3651	3669	3662	100	37.77199861072655	-122.407501066102	3.668857	86.61417	-117.4	-2.908024	2.236942	-1.118471	-5.4	-14.7	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	26	-90	0	-83.80000305175781	Yaw Follow	2	0	0	0	27	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	26	89	228	8	3.576116	37.7717696	-122.4074496	1	27	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	26	1	98.74819	26	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	80.12472134536335
06/04/2018 22:30:51	111.113		37.77177978532367	-122.4074720564078	111110	86	3643	-21049	21937	88	328	3666	3670	3670	3651	3669	3662	0	37.7719972864566	-122.4074998195123	4.343356	86.94226	-125.7	-3.579107	2.460636	-0.4473884	-9.800000000000001	-11.1	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	28	-90	0	-92.59999847412109	Yaw Follow	2	0	0	0	28	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	28	89	327	8	3.576116	37.7717696	-122.4074496	1	126	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	28	1	98.74819	28	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	79.60802489904211
06/04/2018 22:30:51	111.213		37.77177978532367	-122.4074720564078	111210	85	3643	-21049	21937	88	33	3666	3670	3670	3651	3669	3662	0	37.7719956030576	-122.407497960642	4.966817	86.94226	-134.8	-4.026495	2.908024	-0.2236942	-12.6	-4.4	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	33	-89.90000152587891	-0.1000000014901161	-109.4000015258789	Yaw Follow	2	0	0	0	33	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	33	89	428	8	3.576116	37.7717696	-122.4074496	1	226	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	33	1	98.74819	33	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	78.94539253029637
06/04/2018 22:30:51	111.314		37.77177978532367	-122.4074720564078	111311	85	3643	-21049	21937	88	133	3666	3670	3670	3651	3669	3662	0	37.7719938103893	-122.4074964080526	5.335938	87.27035	-144.4	-4.473884	2.908024	-0.2236942	-12.9	2.9	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	19	-89.90000152587891	-0.1000000014901161	-117.8000030517578	Yaw Follow	2	0	0	0	19	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	19	89	528	8	3.576116	37.7717696	-122.4074496	1	327	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	19	1	98.74819	19	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	78.25392027361026
06/04/2018 22:30:51	111.414		37.77177978532367	-122.4074720564078	111411	85	3643	-21049	21937	88	233	3666	3670	3670	3651	3669	3662	0	37.77199162593831	-122.4074945919828	5.833231	87.27035	-154.1	-4.921272	3.131719	0	-11	9.300000000000001	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	33	-89.90000152587891	-0.1000000014901161	-126.6999969482422	Yaw Follow	2	0	0	0	32	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	32	89	628	8	3.576116	37.7717696	-122.4074496	1	427	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	32	1	98.74819	32	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	77.41577894184569
06/04/2018 22:30:51	111.513		37.77177978532367	-122.4074720564078	111510	85	3643	-21049	21937	88	333	3666	3670	3670	3651	3669	3662	0	37.7719895960109	-122.407492906328	5.833231	87.27035	-163.4	-4.921272	3.131719	0.2236942	-7.100000000000001	13.7	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	2	-90	-0.1000000014901161	-136.1000061035156	Yaw Follow	2	0	0	0	1	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	1	89	728	8	3.576116	37.7717696	-122.4074496	1	527	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	2	1	98.74819	2	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	76.63937798976066
06/04/2018 22:30:52	111.613		37.77177978532367	-122.4074720564078	111610	85	3643	-21049	21937	88	433	3666	3670	3670	3651	3669	3662	0	37.7719895960109	-122.407492906328	5.833231	87.27035	-163.4	-4.921272	3.131719	0.2236942	-7.100000000000001	13.7	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	102	-89.90000152587891	0	-145.8000030517578	Yaw Follow	2	0	0	0	2	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	2	89	828	8	3.576116	37.7717696	-122.4074496	1	626	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	2	1	98.74819	2	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	76.63937798976066
06/04/2018 22:30:52	111.714		37.77177978532367	-122.4074720564078	111711	85	3643	-21049	21937	88	533	3666	3670	3670	3651	3669	3662	0	37.77198560965082	-122.4074895994831	5.956317	87.27035	178.8	-4.921272	3.355413	0.8947768	0.5	15.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	17	-89.90000152587891	0	-155.5	Yaw Follow	2	0	0	0	16	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	17	89	17	8	3.576116	37.7717696	-122.4074496	1	727	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	17	1	98.74819	17	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	75.12176588577586
06/04/2018 22:30:52	111.814		37.77177978532367	-122.4074720564078	111811	85	3643	-21049	21937	88	633	3666	3670	3670	3651	3669	3662	0	37.77198560965082	-122.4074895994831	5.956317	87.27035	178.8	-4.921272	3.355413	0.8947768	0.5	15.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	117	-89.90000152587891	0	-155.5	Yaw Follow	2	0	0	0	117	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	117	89	117	8	3.576116	37.7717696	-122.4074496	1	827	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	117	1	98.74819	117	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	75.12176588577586
06/04/2018 22:30:52	111.913		37.77177978532367	-122.4074720564078	111910	85	3643	-21049	21937	88	733	3666	3670	3670	3651	3669	3662	0	37.77198560965082	-122.4074895994831	5.956317	87.27035	178.8	-4.921272	3.355413	0.8947768	0.5	15.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	217	-89.90000152587891	0	-155.5	Yaw Follow	2	0	0	0	216	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	58	89	216	8	3.576116	37.7717696	-122.4074496	1	927	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	217	1	98.74819	217	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	75.12176588577586
06/04/2018 22:30:52	112.013		37.77177978532367	-122.4074720564078	112010	85	3643	-21049	21937	88	832	3666	3670	3670	3651	3669	3662	0	37.77198560965082	-122.4074895994831	5.956317	87.27035	178.8	-4.921272	3.355413	0.8947768	0.5	15.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	316	-89.90000152587891	0	-164.8999938964844	Yaw Follow	2	0	0	0	45	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	45	89	316	8	3.576116	37.7717696	-122.4074496	1	45	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	316	1	98.74819	316	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	75.12176588577586
06/04/2018 22:30:52	112.113		37.77177978532367	-122.4074720564078	112110	85	3643	-21049	21937	88	933	3666	3670	3670	3651	3669	3662	0	37.77197950901925	-122.4074862033045	5.716251	86.28609	161	-4.921272	2.908024	0.8947768	3.9	11.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	69	-89.90000152587891	0	-179.5	Yaw Follow	2	0	0	0	69	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	69	89	416	8	3.576116	37.7717696	-122.4074496	1	146	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	69	1	98.74819	69	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	72.84376002054121
06/04/2018 22:30:52	112.214		37.77177978532367	-122.4074720564078	112211	85	3643	-21049	21937	88	1033	3666	3670	3670	3651	3669	3662	0	37.7719753278087	-122.40748392787	5.41044	85.95801	156.8	-4.697577	2.68433	0.6710826	4.800000000000001	8.700000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	87	-90	0	175.1999969482422	Yaw Follow	2	0	0	0	88	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	88	89	517	8	3.576116	37.7717696	-122.4074496	1	246	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	88	1	98.74819	88	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	71.28894937237054
06/04/2018 22:30:52	112.314		37.77177978532367	-122.4074720564078	112311	85	3643	-14961	22442	88	89	3782	3780	3786	3746	3780	3781	0	37.77197314655835	-122.4074830182233	5.524838	85.62992	156.3	-4.697577	2.908024	0.6710826	5.300000000000001	7.9	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	88	-90	0	171.3000030517578	Yaw Follow	2	0	0	0	89	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	89	89	617	8	3.576116	37.7717696	-122.4074496	1	346	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	90	1	98.74819	90	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	70.48327385568956
06/04/2018 22:30:52	112.413		37.77177978532367	-122.4074720564078	112410	85	3643	-14961	22442	88	189	3782	3780	3786	3746	3780	3781	0	37.77197099453561	-122.407482255441	5.524838	85.30184	155.8	-4.697577	2.908024	0.6710826	5.800000000000001	7.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	89	-90	0	168.5	Yaw Follow	2	0	0	0	90	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	90	89	716	8	3.576116	37.7717696	-122.4074496	1	445	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	89	1	98.74819	89	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	69.69074608840329
